Time,Type,Gesture,Foot,Direction,Checkpoint,TrackerName,pos_x,pos_y,pos_z,ang_x,ang_y,ang_z
1675281258389, I, TrackerR,,,,, -0.37119, 1.88852, 3.46743, 280.92975, 261.38013, 284.1425
1675281258389, I, TrackerH,,,,, -0.37119, 1.88852, 3.46743, 280.92975, 261.38013, 284.14252
1675281258389, I, FootR,,,,, -0.37119, 1.88852, 3.46743, 280.92975, 261.38013, 284.1425
1675281258389, I, Head,,,,, -0.37119, 1.88852, 3.46743, 280.92975, 261.38013, 284.14252
1675281258397, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258397, I, TrackerR,,,,, -0.37345, 1.88994, 3.47627, 281.47565, 258.17645, 286.7803
1675281258397, I, TrackerH,,,,, -0.37345, 1.88994, 3.47627, 281.47565, 258.17645, 286.78027
1675281258397, I, FootR,,,,, -0.37345, 1.88994, 3.47627, 281.47565, 258.17645, 286.7803
1675281258397, I, Head,,,,, -0.37345, 1.88994, 3.47627, 281.47565, 258.17645, 286.78027
1675281258407, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258408, I, TrackerR,,,,, -0.37629, 1.89227, 3.48525, 281.87253, 257.11469, 287.369
1675281258408, I, TrackerH,,,,, -0.37629, 1.89227, 3.48525, 281.87253, 257.11469, 287.36899
1675281258408, I, FootR,,,,, -0.37629, 1.89227, 3.48525, 281.87253, 257.11469, 287.369
1675281258408, I, Head,,,,, -0.37629, 1.89227, 3.48525, 281.87253, 257.11469, 287.36899
1675281258419, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258419, I, TrackerR,,,,, -0.3785, 1.89414, 3.49504, 282.22198, 256.27414, 287.8369
1675281258419, I, TrackerH,,,,, -0.3785, 1.89414, 3.49504, 282.22198, 256.27414, 287.83685
1675281258420, I, FootR,,,,, -0.3785, 1.89414, 3.49504, 282.22198, 256.27414, 287.8369
1675281258420, I, Head,,,,, -0.3785, 1.89414, 3.49504, 282.22198, 256.27414, 287.83685
1675281258430, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258430, I, TrackerR,,,,, -0.3795, 1.89769, 3.50598, 282.07016, 259.77811, 283.9352
1675281258430, I, TrackerH,,,,, -0.3795, 1.89769, 3.50598, 282.07016, 259.77811, 283.93524
1675281258430, I, FootR,,,,, -0.3795, 1.89769, 3.50598, 282.07016, 259.77811, 283.9352
1675281258430, I, Head,,,,, -0.3795, 1.89769, 3.50598, 282.07016, 259.77811, 283.93524
1675281258441, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258441, I, TrackerR,,,,, -0.38127, 1.90021, 3.51631, 282.1691, 261.00357, 282.3891
1675281258442, I, TrackerH,,,,, -0.38127, 1.90021, 3.51631, 282.1691, 261.00357, 282.38913
1675281258442, I, FootR,,,,, -0.38127, 1.90021, 3.51631, 282.1691, 261.00357, 282.3891
1675281258442, I, Head,,,,, -0.38127, 1.90021, 3.51631, 282.1691, 261.00357, 282.38913
1675281258452, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258453, I, TrackerR,,,,, -0.38592, 1.90518, 3.52674, 281.97778, 265.56061, 277.4785
1675281258453, I, TrackerH,,,,, -0.38592, 1.90518, 3.52674, 281.97778, 265.56061, 277.47845
1675281258453, I, FootR,,,,, -0.38592, 1.90518, 3.52674, 281.97778, 265.56061, 277.4785
1675281258453, I, Head,,,,, -0.38592, 1.90518, 3.52674, 281.97778, 265.56061, 277.47845
1675281258463, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258463, I, TrackerR,,,,, -0.3867, 1.90752, 3.53728, 282.06113, 267.57666, 275.0657
1675281258463, I, TrackerH,,,,, -0.3867, 1.90752, 3.53728, 282.06113, 267.57666, 275.06573
1675281258464, I, FootR,,,,, -0.3867, 1.90752, 3.53728, 282.06113, 267.57666, 275.0657
1675281258464, I, Head,,,,, -0.3867, 1.90752, 3.53728, 282.06113, 267.57666, 275.06573
1675281258475, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258475, I, TrackerR,,,,, -0.3884, 1.90976, 3.54495, 282.16534, 268.28894, 273.7414
1675281258475, I, TrackerH,,,,, -0.3884, 1.90976, 3.54495, 282.16534, 268.28894, 273.74139
1675281258475, I, FootR,,,,, -0.3884, 1.90976, 3.54495, 282.16534, 268.28894, 273.7414
1675281258475, I, Head,,,,, -0.3884, 1.90976, 3.54495, 282.16534, 268.28894, 273.74139
1675281258486, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258486, I, TrackerR,,,,, -0.39017, 1.91162, 3.553, 282.30707, 267.85641, 273.5061
1675281258486, I, TrackerH,,,,, -0.39017, 1.91162, 3.553, 282.30707, 267.85641, 273.5061
1675281258486, I, FootR,,,,, -0.39017, 1.91162, 3.553, 282.30707, 267.85641, 273.5061
1675281258486, I, Head,,,,, -0.39017, 1.91162, 3.553, 282.30707, 267.85641, 273.5061
1675281258496, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258496, I, TrackerR,,,,, -0.39138, 1.91339, 3.56023, 282.40445, 266.23212, 274.3853
1675281258497, I, TrackerH,,,,, -0.39138, 1.91339, 3.56023, 282.40445, 266.23212, 274.38528
1675281258497, I, FootR,,,,, -0.39138, 1.91339, 3.56023, 282.40445, 266.23212, 274.3853
1675281258497, I, Head,,,,, -0.39138, 1.91339, 3.56023, 282.40445, 266.23212, 274.38528
1675281258508, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258508, I, TrackerR,,,,, -0.39288, 1.91456, 3.56706, 282.48679, 264.09973, 275.7148
1675281258508, I, TrackerH,,,,, -0.39288, 1.91456, 3.56706, 282.48679, 264.09973, 275.71484
1675281258508, I, FootR,,,,, -0.39288, 1.91456, 3.56706, 282.48679, 264.09973, 275.7148
1675281258509, I, Head,,,,, -0.39288, 1.91456, 3.56706, 282.48679, 264.09973, 275.71484
1675281258519, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258520, I, TrackerR,,,,, -0.39422, 1.91575, 3.5743, 282.5307, 262.1499, 276.8112
1675281258520, I, TrackerH,,,,, -0.39422, 1.91575, 3.5743, 282.5307, 262.1499, 276.81119
1675281258520, I, FootR,,,,, -0.39422, 1.91575, 3.5743, 282.5307, 262.1499, 276.8112
1675281258520, I, Head,,,,, -0.39422, 1.91575, 3.5743, 282.5307, 262.1499, 276.81119
1675281258531, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258532, I, TrackerR,,,,, -0.39567, 1.91708, 3.58089, 282.49292, 259.47781, 278.4456
1675281258532, I, TrackerH,,,,, -0.39567, 1.91708, 3.58089, 282.49292, 259.47781, 278.44562
1675281258532, I, FootR,,,,, -0.39567, 1.91708, 3.58089, 282.49292, 259.47781, 278.4456
1675281258533, I, Head,,,,, -0.39567, 1.91708, 3.58089, 282.49292, 259.47781, 278.44562
1675281258541, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258541, I, TrackerR,,,,, -0.39637, 1.91722, 3.58861, 282.58704, 257.35974, 279.509
1675281258541, I, TrackerH,,,,, -0.39637, 1.91722, 3.58861, 282.58704, 257.35974, 279.50897
1675281258541, I, FootR,,,,, -0.39637, 1.91722, 3.58861, 282.58704, 257.35974, 279.509
1675281258542, I, Head,,,,, -0.39637, 1.91722, 3.58861, 282.58704, 257.35974, 279.50897
1675281258552, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258553, I, TrackerR,,,,, -0.39772, 1.91838, 3.59593, 282.48248, 255.34062, 280.3969
1675281258553, I, TrackerH,,,,, -0.39772, 1.91838, 3.59593, 282.48248, 255.34062, 280.39685
1675281258553, I, FootR,,,,, -0.39772, 1.91838, 3.59593, 282.48248, 255.34062, 280.3969
1675281258553, I, Head,,,,, -0.39772, 1.91838, 3.59593, 282.48248, 255.34062, 280.39685
1675281258564, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258564, I, TrackerR,,,,, -0.3998, 1.91893, 3.60364, 282.36612, 252.92935, 281.5587
1675281258564, I, TrackerH,,,,, -0.3998, 1.91893, 3.60364, 282.36612, 252.92935, 281.55865
1675281258564, I, FootR,,,,, -0.3998, 1.91893, 3.60364, 282.36612, 252.92935, 281.5587
1675281258564, I, Head,,,,, -0.3998, 1.91893, 3.60364, 282.36612, 252.92935, 281.55865
1675281258574, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258574, I, TrackerR,,,,, -0.40141, 1.91972, 3.61087, 282.32483, 251.12634, 281.8295
1675281258574, I, TrackerH,,,,, -0.40141, 1.91972, 3.61087, 282.32483, 251.12634, 281.8295
1675281258575, I, FootR,,,,, -0.40141, 1.91972, 3.61087, 282.32483, 251.12634, 281.8295
1675281258575, I, Head,,,,, -0.40141, 1.91972, 3.61087, 282.32483, 251.12634, 281.8295
1675281258586, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258586, I, TrackerR,,,,, -0.40237, 1.91936, 3.6184, 282.56326, 249.65118, 281.7714
1675281258586, I, TrackerH,,,,, -0.40237, 1.91936, 3.6184, 282.56326, 249.65118, 281.77136
1675281258587, I, FootR,,,,, -0.40237, 1.91936, 3.6184, 282.56326, 249.65118, 281.7714
1675281258587, I, Head,,,,, -0.40237, 1.91936, 3.6184, 282.56326, 249.65118, 281.77136
1675281258599, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258599, I, TrackerR,,,,, -0.40424, 1.92053, 3.6252, 282.63715, 248.22678, 281.3265
1675281258599, I, TrackerH,,,,, -0.40424, 1.92053, 3.6252, 282.63715, 248.22678, 281.32648
1675281258600, I, FootR,,,,, -0.40424, 1.92053, 3.6252, 282.63715, 248.22678, 281.3265
1675281258600, I, Head,,,,, -0.40424, 1.92053, 3.6252, 282.63715, 248.22678, 281.32648
1675281258609, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258609, I, TrackerR,,,,, -0.40629, 1.92089, 3.63238, 282.71899, 246.8302, 280.6098
1675281258609, I, TrackerH,,,,, -0.40629, 1.92089, 3.63238, 282.71899, 246.8302, 280.6098
1675281258610, I, FootR,,,,, -0.40629, 1.92089, 3.63238, 282.71899, 246.8302, 280.6098
1675281258610, I, Head,,,,, -0.40629, 1.92089, 3.63238, 282.71899, 246.8302, 280.6098
1675281258619, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258619, I, TrackerR,,,,, -0.40836, 1.92128, 3.63974, 282.70435, 245.505, 279.6915
1675281258619, I, TrackerH,,,,, -0.40836, 1.92128, 3.63974, 282.70435, 245.505, 279.69153
1675281258620, I, FootR,,,,, -0.40836, 1.92128, 3.63974, 282.70435, 245.505, 279.6915
1675281258620, I, Head,,,,, -0.40836, 1.92128, 3.63974, 282.70435, 245.505, 279.69153
1675281258630, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258630, I, TrackerR,,,,, -0.41063, 1.92233, 3.64705, 282.60748, 244.28204, 278.7778
1675281258630, I, TrackerH,,,,, -0.41063, 1.92233, 3.64705, 282.60748, 244.28204, 278.77783
1675281258631, I, FootR,,,,, -0.41063, 1.92233, 3.64705, 282.60748, 244.28204, 278.7778
1675281258631, I, Head,,,,, -0.41063, 1.92233, 3.64705, 282.60748, 244.28204, 278.77783
1675281258641, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258641, I, TrackerR,,,,, -0.41238, 1.92315, 3.65415, 282.3446, 243.21219, 277.4818
1675281258641, I, TrackerH,,,,, -0.41238, 1.92315, 3.65415, 282.3446, 243.21219, 277.48178
1675281258642, I, FootR,,,,, -0.41238, 1.92315, 3.65415, 282.3446, 243.21219, 277.4818
1675281258642, I, Head,,,,, -0.41238, 1.92315, 3.65415, 282.3446, 243.21219, 277.48178
1675281258653, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258653, I, TrackerR,,,,, -0.41435, 1.9233, 3.66099, 282.11179, 242.05449, 276.1554
1675281258653, I, TrackerH,,,,, -0.41435, 1.9233, 3.66099, 282.11179, 242.05449, 276.1554
1675281258653, I, FootR,,,,, -0.41435, 1.9233, 3.66099, 282.11179, 242.05449, 276.1554
1675281258653, I, Head,,,,, -0.41435, 1.9233, 3.66099, 282.11179, 242.05449, 276.1554
1675281258663, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258664, I, TrackerR,,,,, -0.41584, 1.9225, 3.66588, 281.98438, 240.71866, 274.9806
1675281258664, I, TrackerH,,,,, -0.41584, 1.9225, 3.66588, 281.98438, 240.71866, 274.98056
1675281258664, I, FootR,,,,, -0.41584, 1.9225, 3.66588, 281.98438, 240.71866, 274.9806
1675281258664, I, Head,,,,, -0.41584, 1.9225, 3.66588, 281.98438, 240.71866, 274.98056
1675281258675, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258675, I, TrackerR,,,,, -0.41696, 1.92133, 3.67254, 282.20111, 239.8493, 273.2526
1675281258675, I, TrackerH,,,,, -0.41696, 1.92133, 3.67254, 282.20111, 239.8493, 273.25262
1675281258675, I, FootR,,,,, -0.41696, 1.92133, 3.67254, 282.20111, 239.8493, 273.2526
1675281258675, I, Head,,,,, -0.41696, 1.92133, 3.67254, 282.20111, 239.8493, 273.25262
1675281258686, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258686, I, TrackerR,,,,, -0.41898, 1.92092, 3.67735, 282.24261, 238.38504, 272.0236
1675281258686, I, TrackerH,,,,, -0.41898, 1.92092, 3.67735, 282.24261, 238.38504, 272.02356
1675281258686, I, FootR,,,,, -0.41898, 1.92092, 3.67735, 282.24261, 238.38504, 272.0236
1675281258686, I, Head,,,,, -0.41898, 1.92092, 3.67735, 282.24261, 238.38504, 272.02356
1675281258697, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258697, I, TrackerR,,,,, -0.42092, 1.91997, 3.68315, 282.35559, 237.24286, 270.4219
1675281258697, I, TrackerH,,,,, -0.42092, 1.91997, 3.68315, 282.35559, 237.24286, 270.42188
1675281258697, I, FootR,,,,, -0.42092, 1.91997, 3.68315, 282.35559, 237.24286, 270.4219
1675281258697, I, Head,,,,, -0.42092, 1.91997, 3.68315, 282.35559, 237.24286, 270.42188
1675281258708, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258708, I, TrackerR,,,,, -0.42293, 1.91915, 3.68798, 282.2746, 235.69577, 269.0951
1675281258709, I, TrackerH,,,,, -0.42293, 1.91915, 3.68798, 282.2746, 235.69577, 269.09509
1675281258709, I, FootR,,,,, -0.42293, 1.91915, 3.68798, 282.2746, 235.69577, 269.0951
1675281258709, I, Head,,,,, -0.42293, 1.91915, 3.68798, 282.2746, 235.69577, 269.09509
1675281258720, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258721, I, TrackerR,,,,, -0.42461, 1.91842, 3.69367, 282.15765, 234.43097, 267.7324
1675281258721, I, TrackerH,,,,, -0.42461, 1.91842, 3.69367, 282.15765, 234.43097, 267.73236
1675281258721, I, FootR,,,,, -0.42461, 1.91842, 3.69367, 282.15765, 234.43097, 267.7324
1675281258721, I, Head,,,,, -0.42461, 1.91842, 3.69367, 282.15765, 234.43097, 267.73236
1675281258733, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258733, I, TrackerR,,,,, -0.42622, 1.91762, 3.69988, 282.0155, 233.60562, 266.0424
1675281258734, I, TrackerH,,,,, -0.42622, 1.91762, 3.69988, 282.0155, 233.60562, 266.04245
1675281258734, I, FootR,,,,, -0.42622, 1.91762, 3.69988, 282.0155, 233.60562, 266.0424
1675281258734, I, Head,,,,, -0.42622, 1.91762, 3.69988, 282.0155, 233.60562, 266.04245
1675281258742, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258742, I, TrackerR,,,,, -0.42777, 1.91679, 3.70547, 281.91165, 233.00403, 264.3158
1675281258742, I, TrackerH,,,,, -0.42777, 1.91679, 3.70547, 281.91165, 233.00403, 264.3158
1675281258743, I, FootR,,,,, -0.42777, 1.91679, 3.70547, 281.91165, 233.00403, 264.3158
1675281258743, I, Head,,,,, -0.42777, 1.91679, 3.70547, 281.91165, 233.00403, 264.3158
1675281258754, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258754, I, TrackerR,,,,, -0.42947, 1.91596, 3.71103, 281.81927, 232.36322, 262.6778
1675281258754, I, TrackerH,,,,, -0.42947, 1.91596, 3.71103, 281.81927, 232.36322, 262.67783
1675281258755, I, FootR,,,,, -0.42947, 1.91596, 3.71103, 281.81927, 232.36322, 262.6778
1675281258755, I, Head,,,,, -0.42947, 1.91596, 3.71103, 281.81927, 232.36322, 262.67783
1675281258765, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258765, I, TrackerR,,,,, -0.43126, 1.91499, 3.71647, 281.83957, 232.1463, 260.8379
1675281258765, I, TrackerH,,,,, -0.43126, 1.91499, 3.71647, 281.83957, 232.1463, 260.83792
1675281258765, I, FootR,,,,, -0.43126, 1.91499, 3.71647, 281.83957, 232.1463, 260.8379
1675281258765, I, Head,,,,, -0.43126, 1.91499, 3.71647, 281.83957, 232.1463, 260.83792
1675281258776, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258776, I, TrackerR,,,,, -0.43239, 1.91369, 3.72207, 282.09644, 232.25362, 258.9023
1675281258776, I, TrackerH,,,,, -0.43239, 1.91369, 3.72207, 282.09644, 232.25362, 258.90228
1675281258777, I, FootR,,,,, -0.43239, 1.91369, 3.72207, 282.09644, 232.25362, 258.9023
1675281258777, I, Head,,,,, -0.43239, 1.91369, 3.72207, 282.09644, 232.25362, 258.90228
1675281258788, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258788, I, TrackerR,,,,, -0.43361, 1.91225, 3.72729, 282.16205, 231.92084, 257.291
1675281258788, I, TrackerH,,,,, -0.43361, 1.91225, 3.72729, 282.16205, 231.92084, 257.29102
1675281258788, I, FootR,,,,, -0.43361, 1.91225, 3.72729, 282.16205, 231.92084, 257.291
1675281258788, I, Head,,,,, -0.43361, 1.91225, 3.72729, 282.16205, 231.92084, 257.29102
1675281258800, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258800, I, TrackerR,,,,, -0.43425, 1.91068, 3.73257, 282.25494, 231.58075, 255.8849
1675281258800, I, TrackerH,,,,, -0.43425, 1.91068, 3.73257, 282.25494, 231.58075, 255.88492
1675281258801, I, FootR,,,,, -0.43425, 1.91068, 3.73257, 282.25494, 231.58075, 255.8849
1675281258801, I, Head,,,,, -0.43425, 1.91068, 3.73257, 282.25494, 231.58075, 255.88492
1675281258813, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258813, I, TrackerR,,,,, -0.43459, 1.90906, 3.73803, 282.34979, 230.6132, 255.314
1675281258813, I, TrackerH,,,,, -0.43459, 1.90906, 3.73803, 282.34979, 230.6132, 255.314
1675281258814, I, FootR,,,,, -0.43459, 1.90906, 3.73803, 282.34979, 230.6132, 255.314
1675281258814, I, Head,,,,, -0.43459, 1.90906, 3.73803, 282.34979, 230.6132, 255.314
1675281258824, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258824, I, TrackerR,,,,, -0.43504, 1.9076, 3.74291, 282.4299, 229.61513, 254.6183
1675281258824, I, TrackerH,,,,, -0.43504, 1.9076, 3.74291, 282.4299, 229.61513, 254.61826
1675281258824, I, FootR,,,,, -0.43504, 1.9076, 3.74291, 282.4299, 229.61513, 254.6183
1675281258824, I, Head,,,,, -0.43504, 1.9076, 3.74291, 282.4299, 229.61513, 254.61826
1675281258834, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258834, I, TrackerR,,,,, -0.43535, 1.90599, 3.7475, 282.57059, 228.30171, 254.4304
1675281258834, I, TrackerH,,,,, -0.43535, 1.90599, 3.7475, 282.57059, 228.30171, 254.43036
1675281258834, I, FootR,,,,, -0.43535, 1.90599, 3.7475, 282.57059, 228.30171, 254.4304
1675281258834, I, Head,,,,, -0.43535, 1.90599, 3.7475, 282.57059, 228.30171, 254.43036
1675281258843, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258844, I, TrackerR,,,,, -0.43579, 1.90442, 3.75212, 282.75034, 226.98526, 254.1989
1675281258844, I, TrackerH,,,,, -0.43579, 1.90442, 3.75212, 282.75034, 226.98526, 254.19894
1675281258844, I, FootR,,,,, -0.43579, 1.90442, 3.75212, 282.75034, 226.98526, 254.1989
1675281258844, I, Head,,,,, -0.43579, 1.90442, 3.75212, 282.75034, 226.98526, 254.19894
1675281258855, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258855, I, TrackerR,,,,, -0.43576, 1.9033, 3.7562, 283.04663, 225.3143, 254.3564
1675281258855, I, TrackerH,,,,, -0.43576, 1.9033, 3.7562, 283.04663, 225.3143, 254.35638
1675281258855, I, FootR,,,,, -0.43576, 1.9033, 3.7562, 283.04663, 225.3143, 254.3564
1675281258855, I, Head,,,,, -0.43576, 1.9033, 3.7562, 283.04663, 225.3143, 254.35638
1675281258865, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258866, I, TrackerR,,,,, -0.43564, 1.90218, 3.76058, 283.43188, 223.72748, 254.2339
1675281258866, I, TrackerH,,,,, -0.43564, 1.90218, 3.76058, 283.43188, 223.72748, 254.23389
1675281258866, I, FootR,,,,, -0.43564, 1.90218, 3.76058, 283.43188, 223.72748, 254.2339
1675281258866, I, Head,,,,, -0.43564, 1.90218, 3.76058, 283.43188, 223.72748, 254.23389
1675281258877, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258877, I, TrackerR,,,,, -0.4356, 1.90125, 3.76469, 283.86621, 222.3007, 253.8117
1675281258877, I, TrackerH,,,,, -0.4356, 1.90125, 3.76469, 283.86621, 222.3007, 253.81172
1675281258877, I, FootR,,,,, -0.4356, 1.90125, 3.76469, 283.86621, 222.3007, 253.8117
1675281258877, I, Head,,,,, -0.4356, 1.90125, 3.76469, 283.86621, 222.3007, 253.81172
1675281258888, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258889, I, TrackerR,,,,, -0.43557, 1.90088, 3.76892, 284.27557, 221.11382, 252.9178
1675281258889, I, TrackerH,,,,, -0.43557, 1.90088, 3.76892, 284.27557, 221.11382, 252.91779
1675281258889, I, FootR,,,,, -0.43557, 1.90088, 3.76892, 284.27557, 221.11382, 252.9178
1675281258889, I, Head,,,,, -0.43557, 1.90088, 3.76892, 284.27557, 221.11382, 252.91779
1675281258899, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258899, I, TrackerR,,,,, -0.43479, 1.90053, 3.77373, 284.58936, 219.83279, 252.1352
1675281258899, I, TrackerH,,,,, -0.43479, 1.90053, 3.77373, 284.58936, 219.83279, 252.13516
1675281258899, I, FootR,,,,, -0.43479, 1.90053, 3.77373, 284.58936, 219.83279, 252.1352
1675281258900, I, Head,,,,, -0.43479, 1.90053, 3.77373, 284.58936, 219.83279, 252.13516
1675281258910, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258910, I, TrackerR,,,,, -0.43383, 1.90071, 3.77818, 284.54028, 218.73335, 250.9284
1675281258910, I, TrackerH,,,,, -0.43383, 1.90071, 3.77818, 284.54028, 218.73335, 250.92844
1675281258910, I, FootR,,,,, -0.43383, 1.90071, 3.77818, 284.54028, 218.73335, 250.9284
1675281258910, I, Head,,,,, -0.43383, 1.90071, 3.77818, 284.54028, 218.73335, 250.92844
1675281258921, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258921, I, TrackerR,,,,, -0.43245, 1.90083, 3.78279, 284.4534, 217.55081, 249.938
1675281258921, I, TrackerH,,,,, -0.43245, 1.90083, 3.78279, 284.4534, 217.55081, 249.93796
1675281258922, I, FootR,,,,, -0.43245, 1.90083, 3.78279, 284.4534, 217.55081, 249.938
1675281258922, I, Head,,,,, -0.43245, 1.90083, 3.78279, 284.4534, 217.55081, 249.93796
1675281258944, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258944, I, TrackerR,,,,, -0.42919, 1.90226, 3.7914, 283.86453, 214.67706, 248.0342
1675281258944, I, TrackerH,,,,, -0.42919, 1.90226, 3.7914, 283.86453, 214.67706, 248.03424
1675281258944, I, FootR,,,,, -0.42919, 1.90226, 3.7914, 283.86453, 214.67706, 248.0342
1675281258944, I, Head,,,,, -0.42919, 1.90226, 3.7914, 283.86453, 214.67706, 248.03424
1675281258951, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258951, I, TrackerR,,,,, -0.42745, 1.9027, 3.7952, 283.63382, 212.84108, 247.274
1675281258951, I, TrackerH,,,,, -0.42745, 1.9027, 3.7952, 283.63382, 212.84108, 247.27399
1675281258952, I, FootR,,,,, -0.42745, 1.9027, 3.7952, 283.63382, 212.84108, 247.274
1675281258952, I, Head,,,,, -0.42745, 1.9027, 3.7952, 283.63382, 212.84108, 247.27399
1675281258966, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258966, I, TrackerR,,,,, -0.42476, 1.90339, 3.79821, 283.53046, 209.26225, 247.6064
1675281258966, I, TrackerH,,,,, -0.42476, 1.90339, 3.79821, 283.53046, 209.26225, 247.60638
1675281258967, I, FootR,,,,, -0.42476, 1.90339, 3.79821, 283.53046, 209.26225, 247.6064
1675281258967, I, Head,,,,, -0.42476, 1.90339, 3.79821, 283.53046, 209.26225, 247.60638
1675281258975, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281258975, I, TrackerR,,,,, -0.42222, 1.90421, 3.80203, 283.41376, 205.63513, 248.2732
1675281258975, I, TrackerH,,,,, -0.42222, 1.90421, 3.80203, 283.41376, 205.63513, 248.27316
1675281258975, I, FootR,,,,, -0.42222, 1.90421, 3.80203, 283.41376, 205.63513, 248.2732
1675281258975, I, Head,,,,, -0.42222, 1.90421, 3.80203, 283.41376, 205.63513, 248.27316
